time,x,y,vx,vy,omega,linear_velocity,goal_status,attempt_id,goal_x,goal_y,goal_reached_count,collision_count,min_scan_range,plan_update_count,last_plan_update_time
98.092,0.010532371422820227,0.0186251628213134,-0.14690691623203675,-1.2030381593875969e-05,-0.11783170127131908,0.14690691672462786,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6864545941352844,7,98.023
98.127,0.01109687817670909,0.0239193974342682,-0.1655397845253629,-4.3226072728164144e-06,-0.25202693830247463,0.16553978458179927,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6864545941352844,7,98.023
98.158,0.011738578138691502,0.029497105630690697,-0.17094017673058834,1.1310567522883341e-06,-0.2866905968032461,0.17094017673433026,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6721290946006775,8,98.13
98.192,0.012464951464971483,0.03535993407575539,-0.1827780444319032,-1.5931417820462535e-05,-0.2114280048701653,0.18277804512621548,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6721290946006775,8,98.13
98.226,0.01327281584807262,0.04152224569758787,-0.18287049369454883,-8.708355153021208e-06,-0.21084214658814385,0.18287049390189625,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6721290946006775,9,98.225
98.26,0.014121909108944793,0.04764266244318089,-0.19133526115058552,-5.569455403114931e-06,-0.2820546942405318,0.19133526123164438,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6721290946006775,9,98.225
98.295,0.015060891503762573,0.05396598691983303,-0.19421085020955686,2.0180919904858735e-05,-0.29872927777767116,0.194210851258081,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6721290946006775,9,98.225
98.327,0.016092661156127345,0.06046102450955518,-0.19252691294898336,5.889217072726355e-05,-0.28385412216199823,0.19252692195626353,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6721290946006775,10,98.327
98.359,0.017145887091158975,0.06671349093717698,-0.19257179644484282,-1.0053435450331494e-05,-0.28358147870641726,0.19257179670726848,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6320238709449768,10,98.327
98.392,0.018248088689893402,0.07291514699121575,-0.19059578078836878,1.011112716449436e-06,-0.2690039458238793,0.19059578079105075,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6320238709449768,10,98.327
98.426,0.01943976819378716,0.07928724135057658,-0.19067894334089835,-1.8682250083473795e-06,-0.26896554808755163,0.19067894335005056,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6320238709449768,11,98.418
98.46,0.02066635118216153,0.08552590946169149,-0.1929428805039802,-1.0629587019625464e-05,-0.288513306338888,0.19294288079678218,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6320238709449768,11,98.418
98.492,0.021954275870180825,0.09176251691414519,-0.1930015140536206,-5.1690005885840495e-06,-0.2906456083741091,0.1930015141228391,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6320238709449768,11,98.418
98.525,0.02334463381390546,0.09817592624291199,-0.1930272406871371,1.6045358944970223e-05,-0.29338913188831145,0.19302724135402108,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6320238709449768,12,98.518
98.559,0.02473923232260568,0.10430931570346742,-0.19003673826447898,0.00010986064957911601,-0.2819330588678905,0.19003677001981595,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6320238709449768,12,98.518
98.591,0.02618226757231349,0.11040502123404786,-0.189485565885678,4.175006132842163e-05,-0.2880956670791091,0.1894855704851513,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6042607426643372,12,98.518
98.626,0.027720676648874565,0.11663399731474518,-0.1883541031178572,1.8234062746126656e-05,-0.29766066331602486,0.18835410400045288,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6042607426643372,12,98.518
98.66,0.029272334757058843,0.12266433897295914,-0.18869377045245783,-2.0355150801149025e-06,-0.29728981848842784,0.1886937704634368,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6042607426643372,13,98.626
98.692,0.030893233423843196,0.12871289674706887,-0.18977213034435478,-1.064842887991968e-05,-0.30773509962160533,0.18977213064310527,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6042607426643372,13,98.626
98.73,0.03262664098905074,0.13492453726425405,-0.18950018295364224,-2.7532173411462524e-06,-0.3055996687950362,0.18950018297364277,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.6042607426643372,14,98.725
98.759,0.03436784932690816,0.14092054721180106,-0.18872396030923969,0.0001712702062761709,-0.2984704702537683,0.18872403802453738,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.5853779315948486,14,98.725
98.792,0.03611769911532388,0.14672137619686054,-0.1808698076887597,1.5642220155383246e-05,-0.3108801125146509,0.18086980836515523,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.5853779315948486,14,98.725
98.825,0.03793588507484059,0.15253221690340235,-0.1790869351402283,2.4231750216346937e-05,-0.29701879470271914,0.17908693677959334,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.5853779315948486,14,98.725
98.859,0.03975602802031554,0.15815422560810838,-0.1791039464649993,2.2669606037049872e-05,-0.2948387431410637,0.17910394789967188,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.5853779315948486,15,98.828
98.891,0.041614003144520156,0.16370850278586183,-0.17748196776736033,1.9991250565204455e-05,-0.29506519663905256,0.17748196889324963,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.5853779315948486,15,98.828
98.926,0.04358661947159409,0.16941723720957205,-0.17779285427082425,1.7728564752572673e-05,-0.2956422689807427,0.1777928551547237,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.5853779315948486,16,98.918
98.952,0.045560346383996204,0.1749513888561834,-0.17820439776494415,1.3392892009425617e-05,-0.2962588130449564,0.17820439826821333,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.554282546043396,16,98.918
98.995,0.047591633647610626,0.18047607880836558,-0.17852669621627124,8.124297452484497e-06,-0.29687472093787726,0.17852669640112934,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.554282546043396,16,98.918
99.026,0.04974472965437673,0.1861575391365015,-0.17886100524786414,1.2881764099303972e-06,-0.29732781670866276,0.17886100525250292,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.554282546043396,17,99.015
99.059,0.05184390060256382,0.19153543893851507,-0.17470542683031534,4.50984137922994e-06,-0.29793498101510657,0.1747054268885238,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.554282546043396,17,99.015
99.092,0.05399471770756929,0.19688976120135032,-0.1749948478509871,-7.0657648780225735e-06,-0.29868969873162615,0.17499484799363424,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.554282546043396,17,99.015
99.126,0.05626882722989781,0.20239199637746838,-0.17518941342715677,-1.7294129449618723e-05,-0.2986154531412544,0.1751894142807669,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.554282546043396,18,99.115
99.159,0.058494911220692135,0.20763006237573395,-0.1722428511029618,-1.1750784857406105e-05,-0.29783618195660944,0.17224285150379395,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.49958622455596924,18,99.115
99.192,0.06076751115619434,0.2128349140367498,-0.17195855575156196,-2.5169457343862667e-05,-0.29647993478213236,0.17195855759358017,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.49958622455596924,18,99.115
99.225,0.0631552316317742,0.2181641527110887,-0.17148221133278296,-9.862219673012484e-05,-0.2941903380981512,0.17148223969239182,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.49958622455596924,19,99.217
99.259,0.06550597318194322,0.22326412381482014,-0.1692531079278591,4.119006935693337e-05,-0.28703861488046345,0.16925311293994372,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.49958622455596924,19,99.217
99.292,0.06789650528638086,0.22832628283826706,-0.1697060547353965,3.926513090861394e-05,-0.2909159450781449,0.169706059277811,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.49958622455596924,19,99.217
99.326,0.0704124589159974,0.2335154848049833,-0.1693487893682686,4.6674812600386306e-05,-0.2939773674618639,0.1693487958003727,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.49958622455596924,20,99.316
99.359,0.0728458132770109,0.23841738348218636,-0.16399743492108798,3.694718343380532e-05,-0.2844758618092501,0.16399743908302608,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.4895918071269989,20,99.316
99.392,0.07527076851804584,0.2431884170436627,-0.16123696579539598,5.41579943371534e-05,-0.3039745809656045,0.16123697489097855,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.4895918071269989,20,99.316
99.425,0.07781225014154315,0.24806915569931234,-0.16190804489173843,2.9464295485531755e-05,-0.3019862480916976,0.16190804757271918,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.4895918071269989,21,99.419
99.459,0.08030422885041932,0.2527386883961396,-0.16032219643137752,3.005517374837785e-06,-0.3031785003411548,0.16032219645954934,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.4895918071269989,21,99.419
99.492,0.0828426437334331,0.25738323672010355,-0.16045267203441851,1.5529195598787404e-05,-0.30447788261154884,0.16045267278590464,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.4895918071269989,21,99.419
99.526,0.08550926057535768,0.26214628880080204,-0.16064062173376523,1.3934615800542671e-05,-0.3054676583801481,0.16064062233813764,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.4895918071269989,21,99.419
99.558,0.08814800856851025,0.26674861865757965,-0.16087558411868705,1.1238359706650103e-05,-0.3060213326472473,0.1608755845112287,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.4789372682571411,22,99.527
99.593,0.09070914306183382,0.27111330825863056,-0.15192775957798893,1.5395252005168114e-07,-0.3066252152893077,0.15192775957806692,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.4789372682571411,22,99.527
99.626,0.09337064360630569,0.27554444623592755,-0.15206632161493427,2.2241694985769556e-07,-0.30568366109830425,0.15206632161509692,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.4789372682571411,23,99.619
99.659,0.09596437702356066,0.27976449540665793,-0.14995642447786242,2.0996372441156597e-05,-0.3040907739049721,0.1499564259477816,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.4789372682571411,23,99.619
99.691,0.09859728159867436,0.2839524801390705,-0.14982082050280132,1.9473802245345562e-05,-0.3016446445661953,0.1498208217684097,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.4789372682571411,23,99.619
99.722,0.10134935800846853,0.28822905494964546,-0.1491452459266623,7.63712507632075e-05,-0.29417479072825853,0.149145265479976,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.4789372682571411,24,99.716
99.76,0.10406580186882418,0.292364055155499,-0.14971775814077343,6.820283222815082e-05,-0.2682599772222605,0.14971777367542388,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.44693225622177124,24,99.716
99.792,0.10682896987450069,0.29649216917617627,-0.15171360785936966,1.087004022821969e-05,-0.2821501739175282,0.15171360824878025,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.44693225622177124,24,99.716
99.826,0.10976373387173022,0.3007880699194269,-0.1532898022712996,1.8153369964510335e-05,-0.2914609917528369,0.15328980334620748,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.44693225622177124,25,99.823
99.86,0.11266338325229924,0.3049451386819452,-0.1537109317299306,1.2109233773510697e-05,-0.29119460156225957,0.15371093220690887,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.44693225622177124,25,99.823
99.892,0.11560751574553253,0.30908063674262437,-0.15393977085018207,1.4765207846059725e-05,-0.2919017379309846,0.1539397715582881,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.44693225622177124,25,99.823
99.926,0.11868714060625883,0.3133182234402367,-0.1541947899620857,1.1983156458034161e-05,-0.2927320329738867,0.15419479042771764,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.44693225622177124,26,99.917
99.958,0.12171854187742118,0.31740492775391305,-0.1543034155751253,6.128099097571504e-06,-0.2931580719453209,0.15430341569681283,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.44693225622177124,26,99.917
99.992,0.12479404171753873,0.32146846760100745,-0.1545493901495036,1.0042561159606667e-06,-0.2938820848400196,0.15454939015276642,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.4173491299152374,26,99.917
100.028,0.12800830166797825,0.3256297855740097,-0.15474404921587312,-3.7930989145590344e-06,-0.2950771764779349,0.1547440492623615,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.4173491299152374,27,100.017
100.054,0.13113121845410045,0.3295916100412645,-0.15281419138096541,2.8823786990539446e-06,-0.29651993162970036,0.1528141914081491,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.4173491299152374,27,100.017
100.092,0.13429245688407146,0.33352225296978033,-0.1528891530850965,-7.312873931408781e-06,-0.29838271314447823,0.15288915325998834,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.4173491299152374,27,100.017
100.127,0.13759110674863032,0.3375404912895273,-0.1529119247551619,-5.9406878285678255e-06,-0.30032024619705333,0.15291192487056093,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.4173491299152374,28,100.116
100.159,0.14069648223725958,0.3412467332979193,-0.14072581801239487,0.0001425557208354633,-0.21147424803476306,0.14072589021708556,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.38720467686653137,28,100.116
100.192,0.1435805163526908,0.3446377436932983,-0.1303452547796436,-4.638005370490028e-05,-0.1525984648211232,0.13034526303122634,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.38720467686653137,28,100.116
100.227,0.1465198978782704,0.3480634640031043,-0.13470399228037638,-5.515873629181878e-05,-0.2415414040466534,0.13470400357360537,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.38720467686653137,29,100.219
100.259,0.1494711383819632,0.35144201531723623,-0.13646943948674284,-6.130651532779141e-06,-0.2707829798598655,0.13646943962444724,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.38720467686653137,29,100.219
100.292,0.15246738976053686,0.3548151426983306,-0.13703121585339442,5.5153580671180036e-05,-0.25622561563423457,0.1370312269527535,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.38720467686653137,29,100.219
100.326,0.15558756136541663,0.35826177623842037,-0.13620403308142812,5.469643353298026e-05,-0.24534828112829898,0.13620404406384784,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.38720467686653137,30,100.324
100.359,0.15870430392059942,0.3616503642883329,-0.14256586203092275,4.290220690536528e-05,-0.26644724243052825,0.1425658684861824,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.38720467686653137,30,100.324
100.392,0.16198617552710373,0.36515549332327113,-0.1469997232845067,2.2438228204080257e-05,-0.2981777239566276,0.1469997249970068,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.3649386465549469,30,100.324
100.426,0.16543505935543937,0.36876636686757763,-0.14687307099844954,2.1176661358909832e-05,-0.2988018272354711,0.14687307252511123,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.3649386465549469,31,100.419
100.46,0.16869670112759072,0.3721136120937744,-0.14079522377782255,3.6354300920471427e-06,-0.29970729342334784,0.1407952238247572,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.3649386465549469,31,100.419
100.492,0.17197487497788624,0.3754122289024412,-0.14101511235713615,2.1796980434266033e-05,-0.30028656568023054,0.141015114041737,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.3649386465549469,31,100.419
100.526,0.17539193613895437,0.378781932536578,-0.14126294189610838,2.098450441175015e-05,-0.3008713112142733,0.1412629434547246,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.3649386465549469,32,100.515
100.563,0.17874108090929725,0.3820188042231045,-0.14124093763082818,1.8682635467726083e-05,-0.30144308789358054,0.14124093886645034,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.3458511531352997,32,100.515
100.592,0.182127798071582,0.38522753652713076,-0.14149396597153557,1.7131204766276942e-05,-0.30201893933033513,0.14149396700860514,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.3458511531352997,32,100.515
100.626,0.1856570694822291,0.3885042522428607,-0.14177582391297783,1.60296585693942e-05,-0.30278642026892266,0.1417758248191618,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.3458511531352997,33,100.614
100.659,0.1890910197604042,0.3916284929452603,-0.14072364751043692,9.589395365619535e-06,-0.303165458571012,0.14072364783716418,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.3458511531352997,33,100.614
100.692,0.19255992438510044,0.39472182430818,-0.14094937390583365,7.22042623593766e-06,-0.30330837381048487,0.14094937409077435,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.3458511531352997,33,100.614
100.726,0.19617091041281848,0.3978768224286951,-0.14108477937216068,2.4698791133842546e-06,-0.3026871786072193,0.14108477939377997,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.3458511531352997,34,100.714
100.759,0.19965162518821467,0.40085644373378504,-0.1386966954570068,3.906989676658035e-06,-0.3017280001996659,0.1386966955120354,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.3136170208454132,34,100.714
100.792,0.20315657765839312,0.40379701203433205,-0.13857980739627643,-2.4673635010963313e-06,-0.2997743840369477,0.1385798074182417,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.3136170208454132,34,100.714
100.826,0.20679248325389782,0.4067861280877295,-0.13820650459222528,-3.205726881568005e-05,-0.29568467599418874,0.1382065083100983,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.3136170208454132,35,100.816
100.859,0.21031403346688232,0.40962115991562953,-0.1360643869934689,8.98659690040382e-05,-0.2871134624337051,0.13606441667019653,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.3136170208454132,35,100.816
100.892,0.21383949630281965,0.4124047593339367,-0.13692580161781384,1.0043349787672295e-05,-0.293476113273548,0.1369258019861479,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.3136170208454132,35,100.816
100.925,0.21751705372503155,0.4152507729338373,-0.13667857020139676,1.4409110685051352e-05,-0.290153841711135,0.136678570960925,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.3136170208454132,36,100.919
100.96,0.22106738603616902,0.4179438958944517,-0.13494274663504807,1.6118338590845327e-05,-0.28944539288627,0.13494274759768166,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.2807621955871582,36,100.919
100.992,0.22464210798637352,0.42060205720218113,-0.13504920368558668,1.2313673351513343e-05,-0.290019083354939,0.1350492042469619,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.2807621955871582,36,100.919
101.026,0.2283559674872591,0.42330817132840715,-0.13523381616309496,8.897162130594438e-06,-0.29074667365836154,0.13523381645577137,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.2807621955871582,37,101.015
101.059,0.23191179534114056,0.425846698869866,-0.1322156562755964,1.671063001108114e-05,-0.2917342553559665,0.13221565733161791,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.2807621955871582,37,101.015
101.092,0.2354885779224781,0.42834844057951876,-0.13231598995460866,4.23268460373466e-06,-0.293061871161745,0.13231599002230882,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.2807621955871582,37,101.015
101.127,0.23920142352058332,0.4308911926182917,-0.132396999476724,1.4338741782381204e-05,-0.29469404203399957,0.13239700025317483,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.2807621955871582,38,101.117
101.159,0.2427873179060371,0.433295569579442,-0.13073960297149517,2.802147390969928e-05,-0.29642560532581586,0.13073960597442227,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.26366209983825684,38,101.117
101.192,0.24639486316700127,0.435663082312303,-0.13074451892500594,1.442830793878247e-05,-0.29864255416916935,0.1307445197211237,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.26366209983825684,38,101.117
101.229,0.2501357940522657,0.4380628038467505,-0.1307022656422959,6.701308366535014e-05,-0.30107845647780207,0.13070228282161972,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.26366209983825684,39,101.218
101.259,0.2537021373425561,0.44030184070855793,-0.12620710689482212,1.5581491563929073e-05,-0.29856546077640356,0.12620710785666525,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.26366209983825684,39,101.218
101.292,0.257232463345328,0.4424710590875287,-0.12488540272912607,-8.546395431213716e-07,-0.3084355552364238,0.12488540273205039,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.26366209983825684,39,101.218
101.328,0.2608460539450511,0.4446406010714186,-0.12328474366613035,4.448577630412898e-06,-0.31845629499591604,0.12328474374639106,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.26366209983825684,40,101.314
101.359,0.2642060013084591,0.44661043575277004,-0.11312985363157399,3.860250611931876e-05,-0.2837853104667078,0.11312986021760495,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.26366209983825684,40,101.314
101.39,0.2673005752731945,0.44838737521570216,-0.10359693241937253,-3.957588997535039e-05,-0.2772904406570477,0.10359693997872285,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.22915667295455933,40,101.314
101.426,0.27023696895381993,0.4500412912389529,-0.09539992377682213,-0.00020759478260213432,-0.28377412634055293,0.09540014964462706,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.22915667295455933,41,101.42
101.458,0.27289719762670994,0.45150472962788274,-0.08899274438357213,1.195950902437709e-05,-0.29184604959228305,0.08899274518717616,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.22915667295455933,41,101.42
101.491,0.2753932390866794,0.45284683598704484,-0.08287828845412262,-1.2430790810626091e-05,-0.3242214423143098,0.08287828938636049,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.22915667295455933,41,101.42
101.525,0.27779106047998403,0.4541096128656287,-0.07685502568314842,-0.00022036296093964555,-0.3505925744057399,0.07685534160090603,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.22915667295455933,41,101.42
101.558,0.2799561514972791,0.45521761048006243,-0.0706048540324894,-0.0002916337513477543,-0.35445669704013477,0.07060545632735517,ACTIVE,1,-6.833600044250488,2.710078001022339,0,0,0.22915667295455933,42,101.528
101.592,0.28194055840421417,0.456211900292606,-0.06417098125134091,-0.00037057929411229984,-0.3478158493812003,0.06417205126667817,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.2058689147233963,42,101.528
101.625,0.28380759678805495,0.457126765160886,-0.058562678205051996,-0.0006265515485726451,-0.3308226180106695,0.05856602979024181,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.2058689147233963,42,101.528
101.659,0.2854844584904668,0.4579277399701009,-0.054287226792273297,-0.0005017067512828807,-0.3060815470570013,0.05428954505666812,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.2058689147233963,42,101.528
101.695,0.2870490689072662,0.45865377178696576,-0.05034949461288224,-0.0004318251480115269,-0.27774612234535945,0.050351346364631726,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.2058689147233963,42,101.528
101.73,0.28854401416861514,0.4593299642412992,-0.04627052907193652,-0.000387515785182202,-0.24855098144265894,0.046272151766269615,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.2058689147233963,42,101.528
101.759,0.289878978837859,0.45992012175679303,-0.042295712146567715,-0.0003407790589858295,-0.22035392793948272,0.04229708496282408,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.2058689147233963,42,101.528
101.79,0.2910977760316109,0.46044794181463483,-0.038307101760641206,-0.00029745478712592255,-0.1922924024572755,0.0383082566119956,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.19677846133708954,42,101.528
101.826,0.29223023941800147,0.46092932104056966,-0.03418494161850922,-0.0002516745329021533,-0.16352783534036994,0.034185868038290254,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.19677846133708954,43,101.82
101.86,0.2932101253485141,0.4613590670586819,-0.031046961014590327,-0.0010819850589995073,-0.13252720861231282,0.031065808856512812,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.19677846133708954,43,101.82
101.892,0.29411017972385906,0.4617575122942923,-0.028450225571926967,-0.0007183213310549049,-0.10678574609720402,0.028459292342364655,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.19677846133708954,43,101.82
101.925,0.29494022033415707,0.4621106439082444,-0.024497148352881148,-0.00022890592275627043,-0.1055134497448257,0.024498217799353086,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.19677846133708954,43,101.82
101.959,0.2956225859050457,0.46236077863166525,-0.019475654879637108,0.0006442217978283966,-0.12800733171242737,0.01948630685162096,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.19677846133708954,44,101.932
101.992,0.29611430645941117,0.46254935882098175,-0.012322856301843769,0.00027065823784958726,-0.16361930693558688,0.012325828301481672,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.19298890233039856,44,101.932
102.026,0.29635418118480694,0.46263610129820293,-0.0025438655410211495,0.00010107798456100053,-0.21035524981771964,0.0025458728659848158,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.19298890233039856,45,102.02
102.059,0.29626988255091724,0.462601232335241,0.007519151634775708,4.651617059444517e-05,-0.2633462011343058,0.007519295516261943,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.19298890233039856,45,102.02
102.092,0.29586517087371933,0.46245033296390003,0.01873961032481626,8.003904385602088e-05,-0.32176667678715926,0.018739781252045118,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.19298890233039856,45,102.02
102.126,0.29504104353089466,0.4621559704771101,0.03275356521861326,7.755748836095824e-05,-0.3870875072360334,0.03275365704305327,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.19298890233039856,46,102.121
102.159,0.2937700386957222,0.46172214050719695,0.04847091844717555,7.808762885038768e-05,-0.45550044503668946,0.04847098134750855,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.19630685448646545,46,102.121
102.192,0.29198675215683756,0.4611433152642262,0.06379849812296878,0.00010274511244265025,-0.5025511781036748,0.06379858085650951,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.19630685448646545,46,102.121
102.226,0.2897559577229566,0.460460164098204,0.07257644798696933,8.921648946557531e-05,-0.45631336276308,0.0725765028227956,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.19630685448646545,47,102.216
102.26,0.28761116141085025,0.459837133260951,0.06693731435252444,-3.836746376355976e-05,-0.24571998758405508,0.06693732534835067,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.19630685448646545,47,102.216
102.292,0.2855250230905276,0.4592526852263048,0.06523605887654188,3.387120298840862e-06,-0.30280534572107,0.0652360589644732,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.19630685448646545,47,102.216
102.326,0.28337960650657407,0.4586757461950921,0.06538152322223224,3.0382619193240756e-05,-0.3035767721018288,0.06538153028159285,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.19630685448646545,48,102.318
102.359,0.2815660803561194,0.4582060121969891,0.05268416591169754,-9.183999403680754e-06,-0.21634386719575868,0.052684166712183254,ACTIVE,1,-6.833600044250488,2.710078001022339,0,1,0.19630685448646545,48,102.318
